Date,Titres,Contents
2017-08-31 ,1h30 au téléphone pour rien avec … ,1h30 au téléphone pour rien avec orange. le portable de ma fille étudiante à plusieurs kilometres ne fonctionne plus. ils ne peuvent rien faire car c'est le contrat est à mon nom. je lui ai envoyé une autorisation de ma part par mail ainsi que scanner ma carte d'identité la boutique orange ne veut rien entendre.elle voulait simplement en racheter un ou qu'on lui en prete un en attendant. si vous avez des enfants étudiants à plusieurs kilometres à eviter!!!
2017-08-30 ,Orange toujours fidele à sa note ! Une honte ! ,Personne incompétente qui n'est pas aimable et donne de mauvaises informations sur ma question  même un autre concurrent qui a pu me donner l'information alors qu'Orange est censé donner directement.
2017-08-25 ,Très mauvais avis. Des voleurs ,Très mauvais avis.J'ai deux abonnements particuliers4 abonnements proConclusion:VoleursMenteursMalpolisFactures 180€/ mois pour TV internet😡😡😡😡À éviter  vérifier vos factures  vous aurez de très mauvaises surprises
2017-08-25 ,Mensonge ! ,"pour vous racontez des conneries et vous en mettre plein la tête avec ""200Mb/s"" là ya du monde mais quand d'un coup on a 100Mb/s soit le demi de prévue là on vous dit  ""c'est normale ne vous inquiétez pas attendais 1 semaine"" mais 1 mois plus tard c'est toujours pareille !"
2017-08-23 ,DECEVANT MINABLE ET MEDIOCRE ,"Etant un client fidèle depuis l'époque où orange se faisait appelé France Telecom  je n'avais eu jusqu'à présent aucun problème.il y à de ça un an j'ai été démarché à plusieurs reprises par le service fidélité. J'ai accepté une proposition alléchante avec box tv internet téléphonie à un prix défiant toute concurrence  cerise sur le gâteau accès aux chaînes de cinéma gratuites pendant un an et c'est la que ça devient minable  dans les chaînes de cinéma offertes par le conseiller aucun n'ont été validées  aucune réduction effectuée durant un an sur abonnement de base à 42 99 euros j'attends toujours mes 10 euros de réduction par mois. A ce jour j'ai terminé les un an d'obligation j'ai appelé le service client pour connaître des offres plus intéressantes seule offre proposée 5 euros en moins durant pendant trois mois et pour un bouquet offert on m'a répondu nous n'avons pas le droit de le faire. Donc je me suis renseigné auprès de la concurrence F...  qui m'ont fait une offre avec 275 chaînes de télévision en très haut débit  à un prix confirmé par courrier à 39 90 avec internet haut débit  appel vers les mobiles  et les bouquets de chez F...  Après avoir accepté leur offre Orange devait transmettre suite au RIO les données à F...   F... vient juste de reçevoir la demande mais surprise Orange n'a pas attendu le transfert de dossier pour tout coupé (téléphone  télé internet) je me suis permet d'appeler le 3900 en expliquant que cela n'était pas logique réponse d'une conseillère plus que médiocre et non professionnelle "" bien fait pour vous il fallait pas partir"" je lui ait répondu que j'étais encore dans mon délai de rétractation réponse ""ce n'est pas mon problème"".     Je vous laisse imaginer le pays de la plate forme. Si je pouvais je ne mettrais même pas une étoile service déplorable  accueil glacial  accents à coupés aux couteaux. Ces gens là ne mérite pas leurs salaires  à moins que leurs conditions de travail est de virer le maximum de clients pour avoir des primes. Je ne conseille à personne de souscrire chez Orange. Orange au revoir et à jamais.Avec espoir que le responsable d'Orange puisse lire ce commentaire entre 2 jets privés."
2017-08-23 ,échange de matériel défectueux… ,Pas moyen d'avoir un échange de matériel ( une télécommande)  qui ne fonctionne pas. J 'ai essayé de passer par le portail orange  je suis allé en boutique on répondu de faire une réclamation car ils sont conscient de défaut de cet appareil et ils ont fait tellement d'échange qu'ils n'en dispose plus. Suite à ma réclamation on m'a dirigé vers le 3900 qui lui me renvoi un lien ou on vous explique les démarches à entreprendre pour réparer cette foutue télécommande et surtout vous demande ironiquement si vous avez changé les piles........A bout j'ai engagé un chat avec orange  j'ai eu Stéphanie  puis Alain et enfin Franck à qui j'ai du tout réexpliquer à chaque fois et qui ne m'a trouvé aucune solution.Excédé je vais changé de fournisseur : réponse de Franck : c'est votre choix au revoir.
2017-08-22 ,COMPLETEMENT NUL ,"Nul  absolument nul  poussent les gens a bout jusqu’à ce que ça péte!Vol de téléphone en avril 2017  sur conseil Orange  suspension de la ligne mais le prélèvement continu c'est normal  sur 2eme conseil d'orange  c'est la résiliation mais le prélèvement continu  c'est normal car il y a un délai pour la résiliation.Aujourd'hui  facture de 101.16€ pour"" service ponctuel"" c'est en fait une indemnité de résiliation  c'est normal  mais en bas de la facture est indiqué ""prochain prélèvement le 15/09/2017 pour 27.59€  c'est surement normal!!!  c'est ORANGE  en résumer  si vous aimez vous faire.....  abonnez vous chez ORANGE!!!"
2017-08-21 ,Réponse inadmissible du Service Clients d'Orange après une réclamation ,Le 16 aout 2017  j’ai écrit au service clients d’Orange une réclamation au sujet du déploiement de la fibre optique dans mon quartier. A ma grande surprise j’ai reçu une réponse le 18 aout 2017 : cette réponse est exactement au mot près la réponse que ce service m’a envoyée le 10 mai 2016 à propos de la même réclamation. Cela montre que ce service ne prend pas au sérieux les demandes particulières des clients Orange et ne lit pas leur courrier. Une réponse standard est envoyée  comme ça pour eux ils ont répondu dans les 48h et ne tient pas compte des faits particuliers cités  dans la réclamation.Le problème avec orange pour le déploiement de la fibre dans la ville de Châtellerault est le suivant :J’habite une maison particulière  le câble fibre optique est passé depuis  le mois d’avril 2016 dans mon quartier mais malheureusement dans le trottoir d’en face de ma maison à 5 m de mon domicile. J’ai demande à Orange le raccordement à la fibre mais je ne peux pas avoir ce raccordement car on ne peut pas fixer le boitier fibre sur un poteau existant d’ErDF  car ErDF n’a pas donné son accord d’après Orange. Or le câble de téléphone que j’ai actuellement est fixé sur ce poteau. En plus les voisins d’en face et celui qui se trouve de mon côté de la rue (à gauche de ma maison) ont la possibilité de se raccorder à la fibre. J’ai demandé au service clients d’Orange : qui demande à ErDF l’autorisation de mettre le boitier sur leur poteau : est-ce Orange ou la ville de Châtellerault ? La ville m’a répondu que c’est à Orange de faire la demande puisque c’est cette entreprise qui a été choisie pour le déploiement de la fibre.Voici une situation incompréhensible.Aujourd’hui le 21 aout 2017 j’ai reçu un nouveau mail d’Orange me précisant que la fibre ne peut être mise à mon adresse et m’invitant à patienter. Comment comprendre cela alors que je ne suis qu’à 5 m de la fibre depuis avril 2016 ? J’ai fait un tour dans mon quartier et à ma grande surprise j’ai vu qu’il y a des boitiers fibre optique installés sur des poteaux ErDF.Le 24 février dernier  un technicien d’Orange fibre optique m’a informé que il fallait patienter jusqu’au 16 juin pour avoir le raccordement mais malheureusement aucune nouvelle.En conclusion  je pense qu’Orange ne donne aucune importance à ces clients et ne tient pas compte de leur problème particulier sachant que je suis client d’Orange depuis  France Télécom. Je songe fortement  de changer d’opérateur dans les jours à venir.
2017-08-21 ,Depuis début août on me mène en bateau ,Depuis début août on me mène en bateau  plus d’internet  plus de téléphone. J’ai eu affaire à 5 personnes aux 3900 avec mon portable  j’y ai passé des heures  qui en plus vont mettre facturer et elles n’ont rien réglé. Je suis allée à une agence même réponse allez sur internet on se moque de moi d’une force phénoménale. Lorsque j’ai dit que je voulais résilier mon abonnement on m’a proposé un technicien qui en plus me couterait 68€ au cas où ce serait de ma faute. La box est neuve j’ai la fibre  personne ne peut toucher l’installation  mais il trouvera bien le moyen de dire que cela vient de moi  car ni comprenant rien ce sera facile. Je suis sans arrêt obligée d’embêter ma voisine .À ce jour le 21 août le problème n’est toujours pas réglé. J’en ai ras le bol. J’ai aussi demandée un remplacement avec L’ADSL on m’a répondu que l’on ne pouvais pas revenir en arrière le comble !!
2017-08-19 ,Orange penchez vous et on s'arrange ,Orange penchez vous et on s'arrange vous allez jusqu'à mentir pour vendre votre .... ! Quand j'ai appeler pour ouvrir une ligne avant vous j'ai contacter tout vos concurrent  vous m'avez affirmer que j'était éligible entre 5 et 15 méga d'uplaud j'ai reçu ma box y a une semaine je suis a 0.4 d'uplaud je ne peut rien faire avec mon internet ! et quand je vous appelle vous me mettez en attente et me raccrocher a la ..... ! vous êtes la pire entreprise qui existe je crois vraiment allez au diable
2017-08-17 ,Etant chez orange pour internet ( pas … ,Etant chez orange pour internet ( pas le choix en milieu rural)  j’étais chez Bouygues pour mon forfait mobile jusqu'à ce que orange me fasse une proposition commerciale pour une offre groupée avec forfait mobile qui me faisait réaliser une petite économie. j'ai accepté donc de passer chez orange pour mon mobile.; grosse déception ça passe mal chez moi plus de 4G une galère pour recevoir et envoyer des MMS alors que javais tout ça chez Bouygues.; le rendu du service n'y est pas   mais j'ai un engagement que je regrette . je pense que je serais en droit de resilier compte tenu que le service n'est pas rendu
2017-08-14 ,absence de remboursement relatif à un PASS WIFI 19.90 € ,achat en date du 12/07/2017   par internet   d'un pass WIFI ORANGE à 19.90 €. Il n'a fonctionné qu'une fois. Aucune solution de trouvée par l'assistance. Remboursement  par virement uniquement  proposé toujours attendu au 14/08/2017 mais débit  de la carte bancaire immédiat mais crédit. Interruption du réseau ORANGE à EMBRUN (Hautes-Alpes) à cette époque sans avertissement de la clientèle. Installation de la fibre. Information obtenue par hasard.
2017-08-14 ,L'horreur de ma vie le jour où j'ai … ,L'horreur de ma vie le jour où j'ai basculé mon forfait mobile chez orange c'est vraiment inadmissible minable il me résilier mon numeo que j'ai depuis des années cause jai pas complèter un dossier où je sais pas quoi je trouve que ce n'est pas normal de existé une lois pareil ...Note c'est 0
2017-08-12 ,Après 8 mois de coupure intempestives ,Après 8 mois de coupure intempestives  11 visites de techniciens  plus de 30 appels. Autant de mails et de courriers  orange fait l'autruche # la tête dans le sable # et ne répond pas. Cette société devrait être condamné pour non respect de ses obligations et publicité mensongère. Orange se refuse de faire les travaux nécessaires en rapport avec ses obligations. Honteux  lamentable mais n'oublie pas les prélèvements. SCANDALEUX
2017-08-11 ,Inadmissible  foutage de g***** ! ,Inadmissible  foutage de g***** !Cela fait maintenant 3 semaines que la connexion internet est défaillante  le temps d'attente est interminable  etc... Depuis trois jours il n'y a plus du tout de connexion internet  et après avoir contacté le service orange ( en attendant trois plombe avant d'avoir un conseillé au téléphone... ) on m'a expliquer que le problème ne serai pas résolu avant UNE SEMAINE !!! C'est inacceptable  orange se permet de négliger ses clients tout simplement parce ils ont le monopole. Responsable d'une entreprise j'ai investi dans une livebox pro que l'on m'a fortement conseillé  mais cette achat a été inutile car j'ai toujours autant de problèmes. Je ne peux travailler sans connexion internet et je n'ai toujours pas de solution !Je ne parle pas des nombreux problèmes que nous avons déjà eu avec les services d'orange...( la dernière fois ils ont diminué volontairement le débit internet de la commune sans prévenir personne). On ne devrai pas parler de service mais plutôt d'arnaque. De vrai escrocs  ils sont près à tout pour vous faire payer.Aller bonne journée  et ne vous abonnez pas chez eux !
2017-08-11 ,Service professionnel inexistant ,Service professionnel inexistant  bruits de fond  conseillères inaudibles et incapables  on raccroche au nez 5 fois  pire que le 22 à Asnières  elles ne comprennent rien  quant à la couverture  même pas besoin d'en parler  la téléphonie  comme internet par satellite  un scandale aux mains d'incapables véreux
2017-08-10 ,le problème que je rencontre en ce … ,le problème que je rencontre en ce moment avec orange se sont les baisses de débit assez  récurrentes.  Je l'ai contacte   et il me remettent du débit à chaque fois
2017-08-10 ,Une catastrophe ,Une catastrophe  Abonné au service jet fibre depuis 3 mois ils m'ont coupé la ligne 2 fois sans aucun préavis pour retard de paiement  pas capable de mettre en place un prélèvement automatique. Bien que mon adresse email de contact avait été précisé ils communiquent sur l'adresse email orange qu'ils ont créé pour l'occasion donc forcement aucune communication ne passe. Le service client alors là c'est du délire  le premier échange était hallucinant  la personne a carrément raccroché  si non l'esprit est complètement nul  aucune excuse  nous sommes conforme a notre procédure  circulez il n'y a rien à voir  scandaleux! Reste maintenant à me taper un nouveau changement d'opérateur....Bonne chance à vous
2017-08-08 ,Client Orange LiveBox depuis Mai 2017 - Injure et erreurs sans limites ,Client Orange LiveBox depuis Mai 2017  les erreurs et ne font que s'aggraver  je me suis présenté en boutique pour faire un abonnement LiveBox Fibre  j'ai précisé que je ne voulais pas de TV mais surprise ! 50€ de frais de mise en service de la TV sur ma 1ere facture.Je me tourne vers le service client qui me font un avoir de 50€  à la fin du chat je remplis le questionnaire de satisfaction négativement et c'est le conseiller client orange qui me rappelle sur mon portable pour me gueuler dessus et me raccrocher au nez !!Maintenant ça fait plus de 2 mois que je suis en bras de fer avec le service client d'orange et le service des consommateurs orange pour leur rappeler que les clients ne doivent pas être traiter de la sorte mais que du vent !!
2017-08-08 ,Très Mauvais ,Très Mauvais - expérience inacceptable  déraisonnable et conduite déplacée.Tout est dit en fait.
2017-08-07 ,Souscription à une offre internet TV ,Souscription à une offre internet + TV décodeur lambda un classique ! Frais mensuel de 36 balles jusque là satisfait on me dit lors de mon inscription que mon adresse mail est créé  ok je rentre chez moi j'attends quelque jours avant l'intervention du technicien déjà le mec arrive avec 45 min de retard ne s'excuse même pas.. Il met 2h à faire semblant de tester la ligne et à installer correctement bref tout fonctionne au bout de 2 jours ! Ca fais maintenant 1 mois que j'ai tout qui marche nickel et la toujours impossible de me connecter à l'adresse mail que l'on m'a fournir ( message d'erreur indiquant d'essayer ultérieurement comme par hasard ) et la pouf belle surprise 175 euros débités de mon compte en banque comme par magie dont 36 euros d'abonnement ok la je suis d'accord mais le reste en gros le technicien m'a pris 90 euros de frais d'installation et orange me prélève 50 balles de je ne sais d'où sans explication. Et après ils viennent se plaindre des gens qui ralent et qui ne cessent de leur en envoyer plein la tronche! Tout est bon pour prendre le pognon chez eux ! Escrocs Voyous et bandits des temps modernes
2017-08-03 ,Arnaqueurs et voleurs ,Je me suis rendue chez eux un peu obligé  car habitant dans un logement neuf aucun opérateur ne trouvait mon adresse.1ere tentative  : magasin de Mérignac en Gironde on m'a annoncé 1h20 d'attente pour juste un renseignement  inutile de vous dire que je n'ai pas attendu.2 ème tentative : on m'annonce un tarif de 36 99 € pour de l'Adsl  grosse blague.3ème tentative dans une autre boutique cette fois c'est 37.99 € qui dit mieux.Enfin dernière tentative  j'appelle orange  il me propose aussi 36.99 € pour de l'Adsl  je leur dit que sur leur site internet il y a des tarifs a 19.99 € et que je voulais savoir pourquoi je ne pouvais en bénéficier.Réponse : cela n'est plus d'actualité.Bref je passe je suis passé chez Bouygues. Cela s'appelle du vol :  de l'ADSL à plus de 35 euros et plus cher que de la fibre.Les techniciens sont antipathiques et paresseux  ils ne se pressent pas.Aucun regret  en plus ils essaient par tous les moyens d'empêcher l'accès à d'autres opérateurs. Juste LAMENTABLE. Je préviens le médiateur des communications sur le champ.
2017-07-31 ,ça fait 3 jours que je n'ai pas de que je n'ai pas de réseau sur mon portable j'ai appelé 3fois au 3900 on me fait attendre trop longtemps donc je raccroche j'aimerai savoir ce qu'il se passe ,ça fait 3 jours que je n'ai pas de réseau sur mon portable j'ai appelé 3 fois au 3900 on me fait attendre trop longtemps donc je raccroche j'aimerai savoir ce qu'il se passe
2017-07-29 ,En dessous de tout!!! ,En dessous de tout!!!! Antipathiques non commercants etc etc je m explique: nous avons 3 forfaits plus la box chez Orange!!! Faut être maso!!!!😂 or mon.iphone sous garantie Orange est tombé en panne hier soir je me suis rendue chez Orange où on.m a dit :faites le 3900 !!!! J ai insisté pour voir quelqu'un et là la même reponse  pas de téléphone de depannage et faites le 3900!!!Donc ils laissent leurs clients fidèles repartir sans avoir trouvé la moindre solution!!!Pas très commerçant tout ça on va leur dire bye bye et sans regret😂
2017-07-22 ,Très mal fait ,Très mal fait  relan du fonctionnariat !
2017-07-21 ,en litige depuis 8 mois ,en litige depuis 8 mois  plusieurs lignes fixes résilié  on contenue d'être prélevée ...Le pire c'est que nous avons la confirmation de résiliation de leur part daté de Septembre 2016 .....
2017-07-17 ,mauvaise prise en charge a chaque … ,mauvaise prise en charge a chaque visite renseignement errone mauvaise fois de la part des personnes de chez orange offre qui ne correspond  pas a la demande a eviter
2017-07-17 ,Le pire service client au monde. ,"Orange est peut être le meilleur fournisseur internet possible mais aussi le pire service client. Les magasins Orange donnent des procédures et des rendez vous qui sont ensuite annulé ou ignorez sans même nous prévenir car selon le service client téléphonique ""Vous n'en avez pas besoin"" pour que le jour où l'on peut finalement brancher notre livebox (Après 1 mois d'attente) le service client nous dit qu'il faut qu'un technicien passe chez nous pour l'activer. En bref Orange est rempli d'incompétent qui prennent leur clients pour des abrutis."
2017-07-15 ,Le pire des opérateurs que je … ,Le pire des opérateurs que je connaisse  service incompétent ils ne savent même pas ce qu'ils radotent...a fuir absolumentMAIRE BERNARD
2017-07-12 ,En cours pour quitter cet opérateur … ,En cours pour quitter cet opérateur après plus de 10 années d'abonnement chez eux. Des bug de la box à répétition et puis changement de là box une première fois et récemment encore un bug qui perdure et soi disant le conseiller à réalisé des manipulations mais c'est encore pire et en dernier recours orange envoi un technicien à NOS FRAIS...!!!! Alors qu'il se pourrait que ce soit la box qui doit être changée. Aucun geste commercial de leur part malgré toutes ces années de fidélité. Et je ne parle même pas de la polémique autour du PDG (ancien actuel ?) d'orange ...franchement pour un prix élevé orange ne propose rien qui soit à la hauteur à part arnaquer les clients ...un seul regret ne pas avoir résilié plutôt !
2017-07-11 ,Bye bye Orange... ,"Cela faisait un an que j'étais sous abonnement chez eux (pas de problème)  et avec la fin du roaming est arrivée la fin de mon abonnement qui a été automatiquement basculé vers un ""downgrade"" sans mon accord. Une lettre m'est envoyée il y a un mois  me signalant que ce changement va avoir lieu. Kézako? Comment ça Orange s'octroie ce droit? J'appelle de suite leur service client pour leur dire NON je veux pas que l'on touche à mon abo  on me rassure que rien ne sera fait. Un mois plus tard  aujourd'hui  ils ont quand même effectué le changement. Je les appelle  et ils ont l'audace de me proposer mon forfait supprimé pour 20 € de plus!Après la France  c'est en Belgique qu'Orange a décidé d'y f**tre le boxon. Ça sera sans moi la vente forcée  abusive et non commerciale.J'ai pas free mais j'ai quand même tout compris..."
2017-07-10 ,"""Opérateur historique""" ,"""Opérateur historique""Orange  prix hyper haut  des box qui bug  un SAV moyen..."
2017-07-07 ,Orange  connexion plus lente que de la 3G! ,Connexion absurde complètement faible! Optez pour une 3G directement!
2017-07-06 ,Je suis ravis d'Orange et je suis … ,Je suis ravis d'Orange et je suis surpris de la réputation d'Orange sur Trustpilot. Dommage que les consommateurs ne publient que quand ça râle. Par contre quand ça marche  on entend rien!Donc  je dis un grand bravo à Orange ainsi que Sosh d'avoir baissé ces prix et assurer une qualité de réseaux excellente. J'ai du mal à croire aux forfaits à 2EUR qui ne font que baisser la qualité de nos réseaux  surtout maintenant que la 5G arrive. C'est impossible de déployer la 5G en vendant des forfaits à 2EUR.
2017-07-06 ,Orange de base est utile juste pour … ,Orange de base est utile juste pour l'Internet ...quand il fonctionne. Si vous aimez les ch'tis  les anges et les infos en continu vous serez ravis. Si vous aimez le reste il faudra payer. Le différé fonctionne mal une fois sur 10. Bref  le moins bons des 4 opérateurs testés.
2017-07-06 ,Une catastrophe ,Une catastrophe  une déception  incompétents Sincèrement si vous n'avez encore fait votre choix éviter orange.
2017-07-06 ,A peine cliente déjà  déçu. ,"A peine cliente déjà  déçu.J'ai signé  un contrat hier oui le 5 juillet 2017 et a l'exception  de celui qui ma accompagné pour la souscription de mon contrat les 3 autres conseiller que j'ai  eu dont deux hommes et une femme a l'instant ils n'ont aucun sens du professionnalisme  parle comme si ils renseignaient leur potes disant sans gêne après avoir posé une question a cette personnes inqualifié ""oh p.Tin""  ça  spasse comment on est dans la rue et le meilleur pour la fin j'appelle un numero (09.. .. 5063)communiqué par un service externe le mec décroche son phone sans parler donc je suis obligé  de dire allo suis-je bien a orange et me répond que voulez vous? D'un  air étonnée jlui répond  euh un conseillez orange me parlerais de cette facon. il ma repondu très  bien bonne journée  et a raccroché. Tout ça  sans compter les autres qui raccroche au nez quand ça devient difficile de répondre  au question. Que des incompétent pour conclure je préfère  me rétracté  de cette offre non c'est  trop pour moi  je refuses d'être  cliente et d'être  traité  comme un sac a M..de. AU REVOIR ORANGE. CHER POUR UN SERVICE LAMENTABLE."
2017-07-04 ,Tarifs très élevés ,Tarifs très élevés; j'ai de nombreux problèmes avec le réseau téléphonique. Inadmissible pour le prix que je paye !!
2017-07-03 ,Une catastrophe ,"Une catastrophe  je suis client PRO avec plusieurs lignes internet et mobile. J'ai déjà vu des services clients incompétents mais ORANGE bat tout les records.Personnel non professionnel et qui vous réponds ""Vous pouvez dégager"". Merci ORANGE je pars chez FREE"
2017-06-30 ,Service client orange  la nouvelle honte des operateurs francais ,Service client orange  la hauteur de de sfr c est a dire une honte maintenant il y a deux solutions soit la boite vocale vous ballade des heures sans reponse ou on vous met en relation avec du personnel en Afrique qui helas vous font trainer de longues minutes et au final sont incapable de resoudre votre probleme dommage j etais tred satisfait de cet operateur il y a encore quelques mois par sa qualite de service mais apres plusieurs heures passe au tel a me ballader une honte
2017-06-29 ,Des reproches au lieu de chercher une solution constructive! ,"Je suis restée plusieurs années chez un opérateur dont je tairai le nom et je n'ai jamais eu aucun problème avec le service client. Première expérience chez Sosh-Orange et là c'est à mourir de rire. Je voulais changer l'adresse d'expédition de ma carte SIM car je partais en vacances. Je contacte le service et ils me disent que ce ne sera pas possible car j'ai passé ma commande depuis Sosh. Bon jusque là  OK c'est un peu dommage car je suis très ennuyée mais si c'est impossible  c'est impossible. Et là  mon interlocutrice (Elodie) de rajouter: ""VOUS AURIEZ DU SAISIR LA BONNE ADRESSE LORS DE LA SAISIE DE LA COMMANDE""Je lui fais immédiatement remarquer que sa remarque est complétement déplacée et qu'elle manque clairement de professionnalisme. Nous devrions chercher de manière constructive une solution à mon problème et non pas faire des reproches au client! Je lui fais remarquer  même si ça ne la regarde pas  que je ne pouvais pas le savoir au moment de la commande que je serai absente. Je lui fais savoir à quel point je suis étonnée d'une réflexion pareil dans un service client et que si elle ne voit pas où est le problème  elle devrait demander à son manager de lui expliquer. Je lui indique que j'ai fait des copies écran de notre discussion. Elodie reste bloquée sur sa position et loin de s'excuser (ça peut arriver à tout le monde d'avoir des mots déplacés) elle persiste dans une mauvaise foi évidente. Reste à savoir si cette Elodie est un cas isolée ou si c'est toute leur politique de service client qui est à reprendre..."
2017-06-28 ,Tres mauvaise expérience avec Orange ,"Tres mauvaise expérience avec Orange  service client minable  ils n'ont aucune considération pour des clients de longue date qui ont payé beaucoup trop pendant des années et à qui ils n'ont jamais proposé de réajuster les forfaits en fonction des offres en cours. Suite à une panne de box  orange m'à proposé un déplacement technicien à 68 euros (et si on a pas les moyens on continue à payer un abonnement pour rien sans avoir pour autant d'internet! Scandaleux!!!!) L'autre solution ""gratuite"" étant de prendre un forfait fibre plus cher que mon forfait adsl en cours - ce qui est assez clairement une tentative de chantage pour obliger à changer de forfait et à se réengager  le tout ""uniquement par téléphone""  par une personne qui vous contacte"" dans l'heure"" (donc ils veulent vous faire prendre de force un forfait sans que vous ayez le temps de vous renseigner ou de consulter internet!!!!) Ces méthodes n'étant utilisées que par des escrocs  j'ai donc signifié que les solutions proposées étaient trop chères et je me suis empressée de filer chez la concurrence pour qu'ils me débarrasse de ces escrocs. Et bien sûr je me suis rendue compte que je payais deux fois plus que ce que je devais et je suis très bien avec mon nouvel opérateur qui m'à aidé â me débarrasser d'Orange et qui me propose un super service avec une bonne relation client. Je regrette de ne pas être partie plus tôt. FUYEZ ORANGE ILS NE PENSENT QU'A SE FAIRE DE L'ARGENT SUR VOTRE DOS  et le service est médiocre"
2017-06-27 ,en magasin les vendeurs ont une façon … ,"en magasin les vendeurs ont une façon de vous parler qui est inacceptable. ""allez voir la concurrence m'a t'il dit"". De plus irrespectueux "
2017-06-24 ,Opérateur le plus incapable. ,L'opérateur qui est sensé  vous accompagnez quand il y'a un soucis  de téléphone ou autre. Sa fait 3mois que j'attend qu'il me rembourse ou me renvoie un téléphone conforme  car il m'ont renvoyer un téléphone voler  il devais s'en charger  et le débloquer mais le téléphone est voler et n'a jamais était débloquer. Alors le foutage de gl ule sa va 2 min je vous conseilles pas d'aller chez orange !!!!
2017-06-23 ,Orange  escrocs du téléphone ! ,Orange ne s’intéresse qu'aux nouveaux clients. Une fois un contrat signé  ils vous tiennent avec des renouvellements de forfaits ou de portables qui vous réengagent pour 2 ans. Mais le pire  c'est que des dizaines d'entreprises vous contactent au nom d'orange et leur repassent ensuite le résultat de ses ventes forcées. Sans aucune signature  votre contrat est modifié et vous découvrez le nouveau prix quand un prélèvement est fait sur votre compte. On m'a supprimé une option quasiment gratuite : ma facture a augmenté de 30 % et mon contrat est reconduit pour 2 ans. ORANGE = ESCROCS. Surtout raccrocher vite quand vous êtes contactés par orange. Si vous dites : oui ça m’intéresse  votre parole est enregistrée et valide les modifications de contrat
2017-06-21 ,C est agreable a savoir qu il n'y a pas … ,C est agreable a savoir qu il n'y a pas que moi qui juge Oragne tres tres mauvais!J'espere sincerement que les gens vont s e desabonner de chez eux.Je l¥souhaite tout simplement a Orange de couler!J'ai passe une journee entiere a appler sans avoir de l aide...a la fin j ai ete traite par un super conseiller clientele d'une personne agressive(ah oui c est vrai que apres une journee d appel ou on se moque de toi carrement et on fait expres de ne pas  t aider il y a de quoi de perdre les nerfs).Personne ne m a pas aide!Pire on m a promis de m appeler dans 15 minutes-Personne ne m a appele!!!!!Et vous restez comme un idiot a payer votre facture pour une service plus que mediocre!(ou le conseiller se permet de vous faire une remarque type..vous captez mal...euhh oui car je suis chez orange lol)jespere que de plus en plus de gens vont se desabonner et se respecter car Orange non ne respecte pas ses clients!!!!!!!UNE HONTE
2017-06-20 ,Arnaques ORANGE / RECOCASH ,"Arnaques ORANGE. Pitoyables et forts impolis.Suite à une résiliation de contrat ORANGE !!!- Le 19 mai 2017 j'ai envoyé un règlement par chèque accompagné d'une réclamation à ORANGE.- Le 24 mai 2017 ORANGE à reçu le courrier.- Le 1er juin 2017 le chèque a été débité sur mon compte.Malgré cela et bien que le dossier soit clos chez ORANGE  - le 6 juin 2017 j'ai reçu une lettre de mise en demeure de la société RECOCASH pour la somme déjà payée à ORANGE.- Le 14 juin 2017  une seconde lettre de mise en demeure m'était envoyée par RECOCASH pour la même facture ORANGE.- Le 20 juin 2017  je me suis donc laissé aller à téléphoner à RECOCASH !Le téléphone sonne chez Recocash puis une bande annonce présente la société et m'informe que je vais être mis en relation avec un conseiller ...... Puis plus rien le calme absolu et enfin la communication est coupée !!!... 2nd tentative idem !!!!!!!!... 3ième tentative  une personne décroche puis après lui avoir exposé mon problème elle me demande de lui envoyer la preuve du paiement (le client doit encore travailler au lieu des employés de ORANGE ou RECOCASH) puis coupe la communication et enfin me raccroche au nez !!!!!  :(  :(  :(  :(En plus d'être très impolis  ils n'attachent aucune attention aux informations que vous leur dites...En 2017  à l'heure de l'informatique  plutôt que de mettre en relations les sociétés via l'informatique  c'est aux CLIENTS de travailler pour DEMONTRER leur bonne foie et envoyer courriers sur courriers !!!!C'est affligeant ! :(    ( on se croirait en 1950 !!!!!!! du temps des ""Postes Télégraphes et Téléphones"" mais sans le sérieux des employés de 1950 )"
2017-06-16 ,Orange Catastrophe ,Orange  : Catastrophe NATIONNALE  j'ai environ une douzaine de lignes pro  sensée êtres les meilleures lignes étant donnés leurs prix 100€/mois contre 45€ chez sfr ou autre  un service client débordé  de longs temps d'attente  des box pro qui tombent en panne régulièrement jusqu'à ce qu'on vous propose de les changer  des redémarrages intempestifs de la box  aucunes remises  incapacité totale en boutique  bref une horreur.Je me demande encore comment orange reste le leader en France.LAMENTABLE et débit pas forcement meilleur que les autres opérateurs  donc mes chers amis  n'espérez pas en avoir pour votre argent chez orange  et optez pour le moins cher  cela vaut bien plus le coup...
2017-06-15 ,Arnaque forfait Orange ,"Orange pratique des prix très élevés et ne propose pas de renégociation de forfait pour ses bons clients alors que les forfaits évoluent en terme de performance et de prix.Orange prend ses clients pour des ""pigeons""qu'il entend bien plumer ! C'est indigne de cette grande entreprise ."
2017-06-09 ,Je suis chez Orange depuis mai 2013 … ,Je suis chez Orange depuis mai 2013 après d'énormes galères avec SFR.Il m'arrive d'avoir des problèmes avec l'ADSL; mes interlocuteurs se sont montrés chaque fois réactifs et les techniciens efficaces.Souhaitons qu'il en soit toujours ainsi et qu'il ne me soit pas utile de modifier ce commentaire...
